isoform	chrom	start	end	gene_id	is_MT	has_IR	perc_A_downstream_TTS
Isoform37284_3	scaffold_2	534059	535662	MicpuC2.estExt_Genewise1Plus.C_20680	1	True	45.0
Isoform37286_4	scaffold_2	534204	535353	MicpuC2.estExt_Genewise1Plus.C_20680	1	True	35.0
Isoform37287_3	scaffold_2	534371	535891	MicpuC2.estExt_Genewise1Plus.C_20680	1	True	20.0
Isoform37288_4	scaffold_2	534628	537552	MicpuC2.estExt_Genewise1Plus.C_20680	1	True	20.0
Isoform37289_12	scaffold_2	534639	536851	MicpuC2.estExt_Genewise1Plus.C_20680	1	True	20.0
Isoform37290_6	scaffold_2	534684	537100	MicpuC2.estExt_Genewise1Plus.C_20680	1	False	35.0
Isoform37291_4	scaffold_2	534677	537214	MicpuC2.estExt_Genewise1Plus.C_20680	1	False	40.0
Isoform37294_7	scaffold_2	534684	536961	MicpuC2.estExt_Genewise1Plus.C_20680	1	False	35.0
Isoform37295_19	scaffold_2	539621	542189	MicpuC2.estExt_Genewise1Plus.C_20680	1	False	10.0
Isoform37297_18	scaffold_2	544087	545449	fgenesh3_kg.2_#_184_#_isotig00963	1	False	45.0
Isoform37298_1086	scaffold_2	544360	545449	fgenesh3_kg.2_#_184_#_isotig00963	1	False	40.0
Isoform37299_2752	scaffold_2	544421	545449	fgenesh3_kg.2_#_184_#_isotig00963	1	False	15.0
Isoform37300_9	scaffold_2	544508	545497	fgenesh3_kg.2_#_184_#_isotig00963	1	False	30.0
Isoform37302_16	scaffold_2	551737	553394	MicpuC2.fgenesh1_kg.C_scaffold_2000057	1	False	30.0
Isoform37307_98	scaffold_2	551768	553394	MicpuC2.fgenesh1_kg.C_scaffold_2000057	1	False	30.0
Isoform37310_725	scaffold_2	551907	553394	MicpuC2.fgenesh1_kg.C_scaffold_2000057	1	False	25.0
Isoform37320_5	scaffold_2	551909	554435	MicpuC2.fgenesh1_kg.C_scaffold_2000057	1	False	25.0
Isoform37321_8	scaffold_2	551768	553394	MicpuC2.fgenesh1_kg.C_scaffold_2000057	1	False	30.0
Isoform37323_107	scaffold_2	551907	553394	MicpuC2.fgenesh1_kg.C_scaffold_2000057	1	False	25.0
Isoform37333_21	scaffold_2	556469	558039	MicpuC2.estExt_fgenesh1_kg.C_20056	1	False	30.0
Isoform37334_7	scaffold_2	556480	557961	MicpuC2.estExt_fgenesh1_kg.C_20056	1	True	20.0
Isoform37338_26	scaffold_2	556480	558007	MicpuC2.estExt_fgenesh1_kg.C_20056	1	True	20.0
Isoform37339_7	scaffold_2	556480	560171	MicpuC2.estExt_fgenesh1_kg.C_20056	1	True	20.0
Isoform37340_3	scaffold_2	559087	560171	MicpuC2.estExt_fgenesh1_kg.C_20056	1	True	40.0
Isoform37343_15	scaffold_2	573729	575503	MicpuC2.EuGene.0000020619	1	False	30.0
Isoform37344_19	scaffold_2	573915	575503	MicpuC2.EuGene.0000020619	1	False	10.0
Isoform37345_35	scaffold_2	574012	575503	MicpuC2.EuGene.0000020619	1	False	25.0
Isoform37346_57	scaffold_2	574302	575503	MicpuC2.EuGene.0000020619	1	False	40.0
Isoform37351_32	scaffold_2	604226	607424	MicpuC2.estExt_fgenesh1_kg.C_20055	1	False	30.0
Isoform37355_4	scaffold_2	618902	619752	estExt_fgenesh2_kg.C_2_t10207	1	True	30.0
Isoform37356_3	scaffold_2	622587	625183	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	75.0
Isoform37357_8	scaffold_2	623661	625203	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	25.0
Isoform37358_17	scaffold_2	623661	625193	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	25.0
Isoform37360_3	scaffold_2	623661	624971	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	False	25.0
Isoform37361_4	scaffold_2	623503	625183	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	False	35.0
Isoform37362_82	scaffold_2	623661	625193	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	False	25.0
Isoform37364_3	scaffold_2	623661	625183	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	25.0
Isoform37365_7	scaffold_2	623505	625222	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	35.0
Isoform37366_39	scaffold_2	623661	625183	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	25.0
Isoform37368_3	scaffold_2	623661	625193	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	25.0
Isoform37369_5	scaffold_2	623662	625193	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	30.0
Isoform37370_9	scaffold_2	623661	625224	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	25.0
Isoform37371_6	scaffold_2	623661	625193	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	25.0
Isoform37372_4	scaffold_2	623660	625193	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	20.0
Isoform37373_4	scaffold_2	623661	625193	MicpuC2.AZW_estExt_fgenesh1_kg.C_20051	1	True	25.0
Isoform37375_18	scaffold_2	627208	628551	MicpuC2.estExt_Genewise1.C_20625	1	False	50.0
Isoform37376_78	scaffold_2	627265	628551	MicpuC2.estExt_Genewise1.C_20625	1	False	45.0
Isoform37380_244	scaffold_2	627506	628550	MicpuC2.estExt_Genewise1.C_20625	1	False	5.0
Isoform37385_145	scaffold_2	631801	633969	MicpuC2.estExt_Genewise1.C_20623	1	False	50.0
Isoform37386_40	scaffold_2	631801	634017	MicpuC2.estExt_Genewise1.C_20623	1	False	50.0
Isoform37399_16	scaffold_2	654691	656646	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37400_951	scaffold_2	654686	656646	fgenesh2_kg.2_#_225_#_4269858:1	1	False	15.0
Isoform37407_219	scaffold_2	654688	656646	fgenesh2_kg.2_#_225_#_4269858:1	1	False	15.0
Isoform37409_7	scaffold_2	654688	656436	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37410_20	scaffold_2	654688	656660	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37411_33	scaffold_2	654690	656336	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37412_11	scaffold_2	654693	656641	fgenesh2_kg.2_#_225_#_4269858:1	1	True	20.0
Isoform37414_14	scaffold_2	654686	656658	fgenesh2_kg.2_#_225_#_4269858:1	1	False	15.0
Isoform37416_11	scaffold_2	654690	656647	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37417_6	scaffold_2	654690	656646	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37418_3	scaffold_2	654690	656336	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37419_3	scaffold_2	654694	656646	fgenesh2_kg.2_#_225_#_4269858:1	1	True	20.0
Isoform37420_5	scaffold_2	654693	656319	fgenesh2_kg.2_#_225_#_4269858:1	1	True	20.0
Isoform37421_5	scaffold_2	654693	656319	fgenesh2_kg.2_#_225_#_4269858:1	1	True	20.0
Isoform37422_4	scaffold_2	654690	656646	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37423_14	scaffold_2	654688	656646	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37425_4	scaffold_2	654688	656660	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37426_8	scaffold_2	654694	656063	fgenesh2_kg.2_#_225_#_4269858:1	1	True	20.0
Isoform37427_9	scaffold_2	654693	656336	fgenesh2_kg.2_#_225_#_4269858:1	1	True	20.0
Isoform37428_4	scaffold_2	654688	656658	fgenesh2_kg.2_#_225_#_4269858:1	1	True	15.0
Isoform37430_81	scaffold_2	673442	674659	fgenesh3_kg.2_#_215_#_isotig00625	1	True	10.0
Isoform37433_11248	scaffold_2	673439	674629	fgenesh3_kg.2_#_215_#_isotig00625	1	False	10.0
Isoform37434_8	scaffold_2	673442	674729	1820	1	False	35.0
Isoform37437_25	scaffold_2	673805	674629	1820	1	False	25.0
Isoform37438_53	scaffold_2	673478	674629	fgenesh3_kg.2_#_215_#_isotig00625	1	True	25.0
Isoform37439_18	scaffold_2	678756	680478	MicpuC2.EuGene.0000020578	1	False	65.0
Isoform37440_1671	scaffold_2	678837	680478	MicpuC2.EuGene.0000020578	1	False	5.0
Isoform37441_61	scaffold_2	678845	680541	MicpuC2.EuGene.0000020578	1	False	20.0
Isoform37443_6	scaffold_2	678845	680627	MicpuC2.EuGene.0000020578	1	False	20.0
Isoform37450_4	scaffold_2	692108	693061	MicpuC2.estExt_fgenesh1_kg.C_20042	1	True	25.0
Isoform37452_269	scaffold_2	692101	693112	MicpuC2.estExt_fgenesh1_kg.C_20042	1	False	10.0
Isoform37454_4	scaffold_2	692099	693208	MicpuC2.estExt_fgenesh1_kg.C_20042	1	False	10.0
Isoform37459_4	scaffold_2	692103	693113	MicpuC2.estExt_fgenesh1_kg.C_20042	1	True	15.0
Isoform37462_5	scaffold_2	694487	695993	MicpuC2.EuGene.0000020572	1	True	20.0
Isoform37465_16	scaffold_2	694489	695953	MicpuC2.EuGene.0000020572	1	True	20.0
Isoform37466_7	scaffold_2	693970	695953	MicpuC2.EuGene.0000020572	1	False	25.0
Isoform37467_4	scaffold_2	693972	695993	MicpuC2.EuGene.0000020572	1	False	30.0
Isoform37468_87	scaffold_2	694228	695953	MicpuC2.EuGene.0000020572	1	False	40.0
Isoform37469_59	scaffold_2	694230	695981	MicpuC2.EuGene.0000020572	1	False	45.0
Isoform37473_1028	scaffold_2	694487	695981	MicpuC2.EuGene.0000020572	1	False	20.0
Isoform37474_1606	scaffold_2	694489	695953	MicpuC2.EuGene.0000020572	1	False	20.0
Isoform37481_4	scaffold_2	694232	695981	MicpuC2.EuGene.0000020572	1	True	40.0
Isoform37482_14	scaffold_2	694487	695981	MicpuC2.EuGene.0000020572	1	True	20.0
Isoform37484_28	scaffold_2	694487	695981	MicpuC2.EuGene.0000020572	1	True	20.0
Isoform37485_23	scaffold_2	694230	695981	MicpuC2.EuGene.0000020572	1	True	45.0
Isoform37487_318	scaffold_2	694487	695981	MicpuC2.EuGene.0000020572	1	True	20.0
Isoform37489_19	scaffold_2	694489	695953	MicpuC2.EuGene.0000020572	1	True	20.0
Isoform37490_13	scaffold_2	713637	715392	fgenesh2_kg.2_#_240_#_4273591:1	1	True	5.0
Isoform37501_41	scaffold_2	722545	724486	fgenesh2_kg.2_#_244_#_4271572:2	1	True	15.0
Isoform37503_7	scaffold_2	722506	724374	fgenesh2_kg.2_#_244_#_4271572:2	1	True	30.0
Isoform37508_1452	scaffold_2	722539	724512	fgenesh2_kg.2_#_244_#_4271572:2	1	False	20.0
Isoform37514_87	scaffold_2	722537	724486	fgenesh2_kg.2_#_244_#_4271572:2	1	True	15.0
Isoform37518_5	scaffold_2	790314	791578	estExt_Genewise1Plus.C_2_t20135	1	True	55.00000000000001
Isoform37520_53	scaffold_2	790751	791578	estExt_Genewise1Plus.C_2_t20135	1	True	40.0
Isoform37523_11	scaffold_2	790655	791578	estExt_Genewise1Plus.C_2_t20135	1	False	45.0
Isoform37524_86	scaffold_2	790719	791578	estExt_Genewise1Plus.C_2_t20135	1	False	25.0
Isoform37526_102	scaffold_2	790783	791578	estExt_Genewise1Plus.C_2_t20135	1	False	30.0
Isoform37530_10	scaffold_2	790783	791578	estExt_Genewise1Plus.C_2_t20135	1	True	30.0
Isoform37538_16	scaffold_2	805503	806791	MicpuC2.estExt_Genewise1.C_20536	1	False	30.0
Isoform37563_55	scaffold_2	814359	816579	MicpuC2.EuGene.0000020518	1	False	10.0
Isoform37565_3	scaffold_2	814774	816721	MicpuC2.EuGene.0000020518	1	False	30.0
Isoform37566_309	scaffold_2	815100	816579	MicpuC2.EuGene.0000020518	1	False	30.0
Isoform37570_79	scaffold_2	817725	818808	MicpuC2.AZW_EuGene.0000020516	1	True	30.0
Isoform37574_3	scaffold_2	817500	818808	MicpuC2.AZW_EuGene.0000020516	1	False	20.0
Isoform37575_163	scaffold_2	817723	818808	MicpuC2.AZW_EuGene.0000020516	1	False	30.0
Isoform37580_5	scaffold_2	863782	864621	MicpuC2.MSI_est_orfs.2_3625_4273993:4	1	False	35.0
Isoform37584_9	scaffold_2	865898	868354	MicpuC2.EuGene.0000020497	1	True	35.0
Isoform37585_4	scaffold_2	865311	868356	MicpuC2.EuGene.0000020497	1	True	30.0
Isoform37586_56	scaffold_2	865898	868356	MicpuC2.EuGene.0000020497	1	False	35.0
Isoform37588_7	scaffold_2	865898	868356	MicpuC2.EuGene.0000020497	1	True	35.0
Isoform37589_7	scaffold_2	865311	868335	MicpuC2.EuGene.0000020497	1	True	30.0
Isoform37590_17	scaffold_2	865883	868354	MicpuC2.EuGene.0000020497	1	True	20.0
Isoform37592_4	scaffold_2	865898	868334	MicpuC2.EuGene.0000020497	1	True	35.0
Isoform37593_3	scaffold_2	865898	868329	MicpuC2.EuGene.0000020497	1	True	35.0
Isoform37595_4	scaffold_2	865898	868354	MicpuC2.EuGene.0000020497	1	True	35.0
Isoform37597_43	scaffold_2	877729	879514	MicpuC2.est_orfs.2_3608_4273830:1	1	False	35.0
Isoform37599_19	scaffold_2	877735	879706	MicpuC2.est_orfs.2_3608_4273830:1	1	False	45.0
Isoform37609_10	scaffold_2	881266	883240	MicpuC2.EuGene.0000020493	1	False	35.0
Isoform37611_25	scaffold_2	881581	883240	MicpuC2.EuGene.0000020493	1	False	25.0
Isoform37615_5	scaffold_2	882040	883269	MicpuC2.EuGene.0000020493	1	False	40.0
Isoform37617_62	scaffold_2	882208	883240	MicpuC2.EuGene.0000020493	1	False	10.0
Isoform37618_21	scaffold_2	882208	883269	MicpuC2.EuGene.0000020493	1	False	10.0
Isoform37619_7	scaffold_2	890594	892597	MicpuC2.estExt_Genewise1.C_20495	1	False	35.0
Isoform37620_9	scaffold_2	890768	892598	MicpuC2.estExt_Genewise1.C_20495	1	False	25.0
Isoform37621_51	scaffold_2	890806	892597	MicpuC2.estExt_Genewise1.C_20495	1	False	35.0
Isoform37623_944	scaffold_2	890845	892597	MicpuC2.estExt_Genewise1.C_20495	1	False	25.0
Isoform37629_21	scaffold_2	894273	895297	MicpuC2.estExt_fgenesh1_kg.C_20027	1	True	45.0
Isoform37630_33	scaffold_2	894273	895297	MicpuC2.estExt_fgenesh1_kg.C_20027	1	False	45.0
Isoform37636_35	scaffold_2	894271	895261	MicpuC2.estExt_fgenesh1_kg.C_20027	1	True	40.0
Isoform37638_12	scaffold_2	894396	895297	MicpuC2.estExt_fgenesh1_kg.C_20027	1	True	20.0
Isoform37644_4	scaffold_2	897942	899993	MicpuC2.AZW_EuGene.0000020486	1	True	40.0
Isoform37651_7	scaffold_2	897942	899993	MicpuC2.AZW_EuGene.0000020486	1	True	40.0
Isoform37652_150	scaffold_2	897935	899993	MicpuC2.AZW_EuGene.0000020486	1	False	40.0
Isoform37654_16	scaffold_2	897933	899993	MicpuC2.AZW_EuGene.0000020486	1	True	40.0
Isoform37655_26	scaffold_2	897937	899993	MicpuC2.AZW_EuGene.0000020486	1	True	40.0
Isoform37659_4	scaffold_2	897933	899993	MicpuC2.AZW_EuGene.0000020486	1	True	40.0
Isoform37670_8	scaffold_2	925641	927377	MicpuC2.EuGene.0000020474	1	True	5.0
Isoform37687_6	scaffold_2	954989	957547	MicpuC2.estExt_Genewise1Plus.C_20473	1	False	35.0
Isoform37688_64	scaffold_2	955283	957545	MicpuC2.estExt_Genewise1Plus.C_20473	1	False	20.0
Isoform37691_857	scaffold_2	955496	957545	MicpuC2.estExt_Genewise1Plus.C_20473	1	False	35.0
Isoform37692_2065	scaffold_2	955559	957545	MicpuC2.estExt_Genewise1Plus.C_20473	1	False	30.0
Isoform37699_26	scaffold_2	955495	957550	MicpuC2.estExt_Genewise1Plus.C_20473	1	True	30.0
Isoform37702_12	scaffold_2	955561	957550	MicpuC2.estExt_Genewise1Plus.C_20473	1	True	35.0
Isoform37704_11	scaffold_2	966435	967553	MicpuC2.est_orfs.2_3540_4277156:382	1	True	35.0
Isoform37710_111	scaffold_2	966435	967553	MicpuC2.est_orfs.2_3540_4277156:382	1	True	35.0
Isoform37714_13	scaffold_2	966046	967553	MicpuC2.est_orfs.2_3540_4277156:382	1	False	35.0
Isoform37715_2090	scaffold_2	966435	967553	MicpuC2.est_orfs.2_3540_4277156:382	1	False	35.0
Isoform37717_6	scaffold_2	966437	967628	MicpuC2.est_orfs.2_3540_4277156:382	1	False	35.0
Isoform37722_18	scaffold_2	966435	967553	MicpuC2.est_orfs.2_3540_4277156:382	1	True	35.0
Isoform37724_56	scaffold_2	966435	967553	MicpuC2.est_orfs.2_3540_4277156:382	1	True	35.0
Isoform37726_5	scaffold_2	966435	967553	MicpuC2.est_orfs.2_3540_4277156:382	1	True	35.0
Isoform37733_20	scaffold_2	969309	970315	MicpuC2.est_orfs.2_3536_4275462:19	1	False	30.0
Isoform37734_1118	scaffold_2	969262	970315	MicpuC2.est_orfs.2_3536_4275462:19	1	False	25.0
Isoform37735_47	scaffold_2	969262	970366	MicpuC2.est_orfs.2_3536_4275462:19	1	False	25.0
Isoform37738_2029	scaffold_2	969314	970315	MicpuC2.est_orfs.2_3536_4275462:19	1	False	40.0
Isoform37740_79	scaffold_2	969309	970366	MicpuC2.est_orfs.2_3536_4275462:19	1	False	30.0
Isoform37746_16	scaffold_2	972327	973661	estExt_fgenesh3_kg.C_20295	1	False	45.0
Isoform37747_9	scaffold_2	972328	973926	estExt_fgenesh3_kg.C_20295	1	False	45.0
Isoform37750_145	scaffold_2	972592	973926	estExt_fgenesh3_kg.C_20295	1	False	25.0
Isoform37751_211	scaffold_2	972592	973661	estExt_fgenesh3_kg.C_20295	1	False	25.0
Isoform37765_93	scaffold_2	980211	982506	MicpuC2.EuGene.0000020450	1	False	30.0
Isoform37766_9	scaffold_2	980176	982151	MicpuC2.EuGene.0000020450	1	False	15.0
Isoform37787_51	scaffold_2	996670	998014	MicpuC2.estExt_fgenesh1_kg.C_20022	1	False	30.0
Isoform37788_11	scaffold_2	996657	998064	MicpuC2.estExt_fgenesh1_kg.C_20022	1	False	50.0
Isoform37821_20	scaffold_2	1005719	1006707	MicpuC2.estExt_Genewise1Plus.C_20439	1	False	30.0
Isoform37822_769	scaffold_2	1005881	1006707	MicpuC2.estExt_Genewise1Plus.C_20439	1	False	30.0
Isoform37824_5	scaffold_2	1048249	1050582	MicpuC2.est_orfs.2_3486_4269938:1	1	True	15.0
Isoform37825_208	scaffold_2	1048251	1050582	MicpuC2.est_orfs.2_3486_4269938:1	1	False	20.0
Isoform37828_7	scaffold_2	1048252	1050635	MicpuC2.est_orfs.2_3486_4269938:1	1	False	20.0
Isoform37833_29	scaffold_2	1048251	1050582	MicpuC2.est_orfs.2_3486_4269938:1	1	False	20.0
Isoform37835_4	scaffold_2	1048249	1050566	MicpuC2.est_orfs.2_3486_4269938:1	1	True	15.0
Isoform37836_18	scaffold_2	1050064	1050582	MicpuC2.est_orfs.2_3486_4269938:1	1	False	45.0
Isoform37837_3	scaffold_2	1052104	1054175	estExt_fgenesh2_kg.C_2_t10370	1	False	20.0
Isoform37839_9	scaffold_2	1053736	1054175	estExt_fgenesh2_kg.C_2_t10370	1	False	5.0
Isoform37841_9	scaffold_2	1052971	1054408	estExt_fgenesh2_kg.C_2_t10370	1	False	30.0
Isoform37842_3	scaffold_2	1053346	1054567	estExt_fgenesh2_kg.C_2_t10370	1	False	30.0
Isoform37845_67	scaffold_2	1081655	1083302	MicpuC2.estExt_fgenesh1_pg.C_20155	1	False	10.0
Isoform37850_631	scaffold_2	1081717	1083302	MicpuC2.estExt_fgenesh1_pg.C_20155	1	False	25.0
Isoform37862_11	scaffold_2	1096512	1097390	MicpuC2.EuGene.0000020406	1	False	35.0
Isoform37863_13	scaffold_2	1096799	1097394	MicpuC2.EuGene.0000020406	1	True	15.0
Isoform37867_4	scaffold_2	1098952	1100348	MicpuC2.estExt_Genewise1.C_20411	1	True	30.0
Isoform37869_40	scaffold_2	1098766	1100348	MicpuC2.estExt_Genewise1.C_20411	1	False	35.0
Isoform37871_199	scaffold_2	1099043	1100348	MicpuC2.estExt_Genewise1.C_20411	1	False	30.0
Isoform37873_3	scaffold_2	1098933	1100350	MicpuC2.estExt_Genewise1.C_20411	1	True	10.0
Isoform37874_6	scaffold_2	1099050	1100348	MicpuC2.estExt_Genewise1.C_20411	1	True	40.0
Isoform37875_3	scaffold_2	1098769	1100348	MicpuC2.estExt_Genewise1.C_20411	1	True	35.0
Isoform37876_82	scaffold_2	1102286	1104039	MicpuC2.AZW_EuGene.0000020403	1	False	10.0
Isoform37878_101	scaffold_2	1102460	1104039	MicpuC2.AZW_EuGene.0000020403	1	False	15.0
Isoform37885_171	scaffold_2	1102676	1104039	MicpuC2.AZW_EuGene.0000020403	1	False	30.0
Isoform37904_3	scaffold_2	1140698	1142587	MicpuC2.estExt_fgenesh1_pm.C_20045	1	True	10.0
Isoform37908_16	scaffold_2	1140671	1143402	MicpuC2.estExt_fgenesh1_pm.C_20045	1	True	45.0
Isoform37910_4	scaffold_2	1140551	1143402	MicpuC2.estExt_fgenesh1_pm.C_20045	1	False	35.0
Isoform37914_127	scaffold_2	1140679	1143402	MicpuC2.estExt_fgenesh1_pm.C_20045	1	False	30.0
Isoform37917_3	scaffold_2	1140697	1143402	MicpuC2.estExt_fgenesh1_pm.C_20045	1	True	10.0
Isoform37918_5	scaffold_2	1140697	1143402	MicpuC2.estExt_fgenesh1_pm.C_20045	1	True	10.0
Isoform37920_11	scaffold_2	1140695	1143410	MicpuC2.estExt_fgenesh1_pm.C_20045	1	True	5.0
Isoform37921_3	scaffold_2	1140702	1143404	MicpuC2.estExt_fgenesh1_pm.C_20045	1	True	20.0
Isoform37922_7	scaffold_2	1150216	1153602	estExt_Genewise1.C_2_t20409	1	False	50.0
Isoform37923_7	scaffold_2	1150335	1153610	estExt_Genewise1.C_2_t20409	1	False	30.0
Isoform37925_7	scaffold_2	1187614	1188640	MicpuC2.EuGene.0000020375	1	True	20.0
Isoform37927_10	scaffold_2	1187628	1188644	MicpuC2.EuGene.0000020375	1	True	35.0
Isoform37928_86	scaffold_2	1187612	1188618	MicpuC2.EuGene.0000020375	1	False	20.0
Isoform37931_4	scaffold_2	1187271	1188618	MicpuC2.EuGene.0000020375	1	False	35.0
Isoform37932_3	scaffold_2	1187273	1188642	MicpuC2.EuGene.0000020375	1	False	35.0
Isoform37933_209	scaffold_2	1187628	1188642	MicpuC2.EuGene.0000020375	1	False	35.0
Isoform37934_347	scaffold_2	1187627	1188618	MicpuC2.EuGene.0000020375	1	False	30.0
Isoform37937_21	scaffold_2	1187612	1188642	MicpuC2.EuGene.0000020375	1	True	20.0
Isoform37938_36	scaffold_2	1187628	1188618	MicpuC2.EuGene.0000020375	1	True	35.0
Isoform37941_3	scaffold_2	1187631	1188618	MicpuC2.EuGene.0000020375	1	True	40.0
Isoform37942_3	scaffold_2	1187631	1188618	MicpuC2.EuGene.0000020375	1	True	40.0
Isoform37943_3	scaffold_2	1187628	1188618	MicpuC2.EuGene.0000020375	1	True	35.0
Isoform37989_3652	scaffold_2	1191495	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	False	35.0
Isoform37991_34	scaffold_2	1191495	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	35.0
Isoform37996_558	scaffold_2	1191495	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	35.0
Isoform37998_14	scaffold_2	1191564	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	40.0
Isoform38000_73	scaffold_2	1191497	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	40.0
Isoform38001_19	scaffold_2	1191494	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	35.0
Isoform38003_19	scaffold_2	1191495	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	35.0
Isoform38005_15	scaffold_2	1191580	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	30.0
Isoform38009_35	scaffold_2	1191495	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	35.0
Isoform38012_46	scaffold_2	1191495	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	35.0
Isoform38021_27	scaffold_2	1191495	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	35.0
Isoform38024_30	scaffold_2	1191495	1193923	MicpuC2.estExt_fgenesh1_kg.C_20016	1	True	35.0
Isoform38050_37	scaffold_2	1210986	1215263	MicpuC2.AZW_EuGene.0000020364	1	True	30.0
Isoform38052_155	scaffold_2	1237500	1238356	MicpuC2.EuGene.0000020355	1	False	25.0
Isoform38053_6	scaffold_2	1237497	1239142	MicpuC2.EuGene.0000020355	1	False	25.0
Isoform38056_804	scaffold_2	1237494	1238356	MicpuC2.EuGene.0000020355	1	False	25.0
Isoform38058_7	scaffold_2	1237503	1239142	MicpuC2.EuGene.0000020355	1	False	30.0
Isoform38060_231	scaffold_2	1237491	1238356	MicpuC2.EuGene.0000020355	1	False	20.0
Isoform38061_4	scaffold_2	1237500	1239142	MicpuC2.EuGene.0000020355	1	False	25.0
Isoform38064_21	scaffold_2	1245295	1246827	MicpuC2.EuGene.0000020352	1	True	30.0
Isoform38065_25	scaffold_2	1245119	1246827	MicpuC2.EuGene.0000020352	1	False	50.0
Isoform38066_815	scaffold_2	1245293	1246827	MicpuC2.EuGene.0000020352	1	False	30.0
Isoform38072_4	scaffold_2	1245528	1246863	MicpuC2.EuGene.0000020352	1	False	40.0
Isoform38073_8	scaffold_2	1245307	1246827	MicpuC2.EuGene.0000020352	1	True	30.0
Isoform38076_6	scaffold_2	1250247	1252663	MicpuC2.estExt_Genewise1Plus.C_20342	1	False	50.0
Isoform38079_62	scaffold_2	1250462	1252722	MicpuC2.estExt_Genewise1Plus.C_20342	1	False	10.0
Isoform38080_41	scaffold_2	1250242	1252722	MicpuC2.estExt_Genewise1Plus.C_20342	1	False	50.0
Isoform38082_509	scaffold_2	1250462	1252722	MicpuC2.estExt_Genewise1Plus.C_20342	1	False	10.0
Isoform38084_15	scaffold_2	1253961	1256180	1922	1	False	50.0
Isoform38086_4	scaffold_2	1253961	1256271	1922	1	False	45.0
Isoform38087_17	scaffold_2	1254023	1256180	1922	1	False	50.0
Isoform38093_97	scaffold_2	1264192	1265348	MicpuC2.estExt_fgenesh1_pm.C_20033	1	False	30.0
Isoform38094_11	scaffold_2	1264277	1265394	MicpuC2.estExt_fgenesh1_pm.C_20033	1	False	35.0
Isoform38096_109	scaffold_2	1264369	1265348	MicpuC2.estExt_fgenesh1_pm.C_20033	1	False	15.0
Isoform38118_12	scaffold_2	1274147	1276617	fgenesh1_kg.2_#_206_#_70270	1	True	40.0
Isoform38130_29	scaffold_2	1273999	1276617	fgenesh1_kg.2_#_206_#_70270	1	False	35.0
Isoform38132_628	scaffold_2	1274147	1276617	fgenesh1_kg.2_#_206_#_70270	1	False	40.0
Isoform38137_7	scaffold_2	1273999	1276617	fgenesh1_kg.2_#_206_#_70270	1	True	35.0
Isoform38138_75	scaffold_2	1274147	1276617	fgenesh1_kg.2_#_206_#_70270	1	True	40.0
Isoform38143_5	scaffold_2	1274148	1276617	fgenesh1_kg.2_#_206_#_70270	1	True	40.0
Isoform38148_9	scaffold_2	1274147	1276617	fgenesh1_kg.2_#_206_#_70270	1	True	40.0
Isoform38152_14	scaffold_2	1301696	1302633	estExt_fgenesh2_kg.C_2_t10452	1	True	40.0
Isoform38153_63	scaffold_2	1301270	1302633	estExt_fgenesh2_kg.C_2_t10452	1	False	20.0
